full_nm	brand_nm	keyword	store_nm	addr	poiid	lon_x	lat_y	tel_no	fax_no	is_dining	is_parking	is_lavatory	is_atm	is_7wifi	is_ice	is_hot_dog	is_health_stations	is_ice_cream	is_open_store	is_fruit	is_city_cafe	is_union_pay	is_organic	is_corn	is_makeup	is_muji	is_mister_donuts	is_star_bucks	is_ibon	is_tea	is_sweet_potato	special_store_kind	store_url	data_time
統一超商科建	統一超商	7-11	科建	台北市大安區建國南路一段28號30號	882482              	121.536228	25.044269	(02)87721391        	(02)87721393        	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科博館	統一超商	7-11	科博館	台中市北區淡溝里博館路92號1樓	165057              	120.666427781499	24.1555858263762	(04)23268634        	(04)23286089        	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科園	統一超商	7-11	科園	新竹市東區科學園路45號	137672              	121.010503	24.785733	(03)5678117         	(03)5798424         	Y	N	Y	Y	Y	N	N	Y	Y	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科管	統一超商	7-11	科管	新竹市東區新安路2號	970118              	121.00591499999999	24.781646	(03)5670844         	(03)5670346         	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科學	統一超商	7-11	科學	新竹市東區光復路一段527號527之1號1樓	161170              	121.013326009187	24.784707024037598	(03)6686852         	(03)6687647         	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商科學城	統一超商	7-11	科學城	桃園市中壢區中北路二段206號	912709              	121.228235	24.952623	(03)4590209         	(03)2840529         	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商秋紅谷	統一超商	7-11	秋紅谷	台中市西屯區朝富路30號32號1樓	177393              	120.63784299999999	24.167246	(04)22542731        	(04)22546376        	Y	N	Y	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商秋雅	統一超商	7-11	秋雅	新北市板橋區南雅南路2段144巷14號1樓	121323              	121.45082	24.995917	(02)89669323        	(02)89678996        	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商秋園	統一超商	7-11	秋園	嘉義市西區新民路681號	144201              	120.439869	23.468331	(05)2844176         	(05)2840408         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商秋葉原	統一超商	7-11	秋葉原	台北市中正區市民大道3段2號B2樓	143655              	121.531239	25.04556	(02)23411823        	(02)23412245        	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商紅林站	統一超商	7-11	紅林站	新北市淡水區中正東路二段65號	160041              	121.459667	25.154629999999997	(02)26242082        	(02)28085054        	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商紅億	統一超商	7-11	紅億	台中市太平區光興路572號576號	901525              	120.72918399999999	24.104212999999998	(04)22715793        	(04)22712507        	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商紅樹林	統一超商	7-11	紅樹林	新北市淡水區中正東路二段81號1樓	135540              	121.459595	25.153653	(02)28086437        	(02)26242459        	Y	N	N	Y	Y	Y	N	N	N	N	Y	N	Y	Y	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商紅蕃茄	統一超商	7-11	紅蕃茄	桃園市桃園區復興路83號85號	137867              	121.31424399999999	24.990803999999997	(03)3362103         	(03)3395033         	Y	N	Y	Y	Y	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美生	統一超商	7-11	美生	台中市西區美村路1段54號	961619              	120.66155599999999	24.153278999999998	(04)23275818        	(04)23283084        	Y	N	Y	Y	Y	N	N	N	Y	N	Y	N	N	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美田	統一超商	7-11	美田	高雄市苓雅區林森二路79號	833000              	120.30625599999999	22.620824	(07)3391186         	(07)3387803         	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美光	統一超商	7-11	美光	台中市后里區三豐路429之1號	142478              	120.724097	24.318324999999998	(04)25584700        	25584625            	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美吉	統一超商	7-11	美吉	新北市三重區集美街240號	162391              	121.492263	25.055964	(02)29741941        	(02)29751848        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美庄	統一超商	7-11	美庄	高雄市大寮區後庄村成功路43號	993926              	120.39112899999999	22.637439	(07)7013224         	(07)7016441         	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美村	統一超商	7-11	美村	台中市西區美村路一段542號546號	112639              	120.661504	24.139612	(04)23762435        	(04)23764229        	Y	N	Y	Y	Y	N	Y	N	Y	N	Y	N	N	Y	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美珍	統一超商	7-11	美珍	高雄市鼓山區明誠四路23號	158897              	120.291382	22.660992999999998	(07)5502901         	(07)5502373         	Y	Y	Y	Y	Y	N	N	Y	Y	N	Y	N	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美皇	統一超商	7-11	美皇	彰化縣大村鄉山腳路72號	952578              	120.58924599999999	23.985342	(04)8533935         	(04)8537995         	Y	N	N	Y	Y	Y	N	N	N	N	Y	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美術館	統一超商	7-11	美術館	高雄市鼓山區美術館路73號1樓	158196              	120.291063	22.654622	(07)5520479         	(07)5524708         	Y	Y	Y	Y	Y	N	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美雅仕	統一超商	7-11	美雅仕	新北市林口區文化二路一段262號1樓	158266              	121.371382	25.073726	(02)26003114        	(02)26000814        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美慈	統一超商	7-11	美慈	新北市三重區慈愛街52號	158945              	121.48621299999999	25.079266999999998	(02)22860963        	(02)22873944        	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美新	統一超商	7-11	美新	新北市新莊區復興路二段141號143號	129844              	121.457574	25.044528	(02)29964129        	(02)22797321        	Y	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美溪	統一超商	7-11	美溪	彰化縣溪湖鎮大溪路2段451號	922511              	120.48145199999999	23.963452	(04)8859275         	(04)8855791         	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美群	統一超商	7-11	美群	台中市大里區美群路60號	170635              	120.70823	24.085404999999998	(04)24950645        	(04)24952199        	Y	N	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美壽	統一超商	7-11	美壽	桃園市龜山區萬壽路二段107號107之1號	947037              	121.36121999999999	25.001507999999998	(03)3592575         	(03)3595239         	N	N	N	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美禎	統一超商	7-11	美禎	新北市蘆洲區復興路322號	123053              	121.481822	25.090256999999998	(02)28473199        	(02)28474864        	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美澄	統一超商	7-11	美澄	高雄市鳳山區文山里八德路二段116號	136657              	120.35507799999999	22.643197999999998	(07)7779914         	(07)7775553         	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美濃	統一超商	7-11	美濃	高雄市美濃區合和里成功路6號	883186              	120.543914	22.895854	(07)6818590         	(07)6821583         	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美壢	統一超商	7-11	美壢	桃園市中壢區中美路二段72號	137948              	121.222539	24.959906999999998	(03)4222708         	(03)4272674         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美藝	統一超商	7-11	美藝	高雄市鼓山區龍水里美術東二路103號1樓	120191              	120.287956	22.654745	(07)5529812         	(07)5540891         	Y	N	Y	Y	Y	N	N	N	Y	N	Y	N	N	Y	N	N	Y	N	N	Y	N	Y		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商美麗華	統一超商	7-11	美麗華	台北市中山區北安路839-1號	147347              	121.55730299999999	25.084664999999998	(02)85093170        	(02)85092309        	Y	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商胡適	統一超商	7-11	胡適	台北市南港區研究院路二段94號96號98巷1號	132998              	121.61587	25.044148999999997	(02)26512201        	(02)27832348        	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商致理	統一超商	7-11	致理	新北市板橋區陽明街23巷29號1樓	148177              	121.46622199999999	25.020516999999998	(02)22556976        	(02)22550392        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商致聖	統一超商	7-11	致聖	台南市東區北門路二段12號	935779              	120.21247699999999	22.997892	(06)2235686         	(06)2258894         	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商致遠	統一超商	7-11	致遠	台北市北投區石牌路一段126號	874573              	121.512396	25.114053	(02)28208072        	(02)28238391        	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商茄拔	統一超商	7-11	茄拔	台南市善化區嘉北里13鄰352號	150985              	120.32248799999999	23.137489	(06)5851407         	(06)5856401         	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商茄苳	統一超商	7-11	茄苳	新北市汐止區忠孝東路357號359號1樓	121585              	121.6655	25.07066	(02)86484946        	(02)86486065        	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商茂陽	統一超商	7-11	茂陽	台中市豐原區南陽路299之8號299之9號	891914              	120.726525	24.245545	(04)25268191        	(04)25249228        	Y	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商茂源	統一超商	7-11	茂源	新北市新莊區思源路40-1號	170565              	121.4602	25.043394	(02)29949736        	(02)29942427        	Y	N	Y	Y	Y	N	Y	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商苗公	統一超商	7-11	苗公	苗栗縣苗栗市中山路602之1號	912721              	120.81951199999999	24.557695	(037)338150         	(037)338124         	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	N	N	Y	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商苗谷	統一超商	7-11	苗谷	苗栗縣公館鄉五谷村200號	165242              	120.82127899999999	24.520623999999998	(037)239684         	(037)231042         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商苗治	統一超商	7-11	苗治	苗栗縣苗栗市自治路72號	990916              	120.819054	24.566017	(037)374353         	(037)367060         	Y	N	Y	Y	Y	Y	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商苗栗	統一超商	7-11	苗栗	苗栗縣苗栗市民族路99號101號1樓	143367              	120.817273	24.563466	(037)371479         	(037)372303         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商苗勝	統一超商	7-11	苗勝	苗栗縣苗栗市勝利里中正路1045號	860611              	120.81624699999999	24.548454	(037)360941         	(037)361117         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商苗碩	統一超商	7-11	苗碩	苗栗縣苗栗市維新里新東街219號	952626              	120.82315399999999	24.550553999999998	(037)321719         	(037)324560         	Y	Y	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N	Y	Y	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商苗龍	統一超商	7-11	苗龍	苗栗縣後龍鎮校椅里造豐路345號	970772              	120.831369	24.605855	(037)729203         	(037)724079         	Y	Y	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商苗豐	統一超商	7-11	苗豐	苗栗縣苗栗市為公路167-1號	993085              	120.826844882696	24.571040277648198	(037)266930         	(037)268141         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商苗鑫	統一超商	7-11	苗鑫	苗栗縣苗栗市國華路1092號	118028              	120.813589	24.564127	(037)374655         	(037)374786         	Y	N	Y	Y	Y	Y	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商英巧	統一超商	7-11	英巧	嘉義縣民雄鄉西安村西安路37號	871345              	120.42532399999999	23.557136	(05)2064736         	(05)2063681         	Y	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商英明	統一超商	7-11	英明	高雄市苓雅區英明路190號1樓	892308              	120.3249	22.616791	(07)7521603         	(07)7245746         	Y	N	N	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商英海	統一超商	7-11	英海	新北市板橋區雨農路50號	158602              	121.46101499999999	25.024355	(02)22511636        	(02)22537586        	Y	N	N	Y	Y	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商英荃	統一超商	7-11	英荃	台中市清水區中山路81號	894153              	120.57236999999999	24.262268	(04)26222442        	(04)26234340        	Y	N	Y	Y	Y	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商英專	統一超商	7-11	英專	新北市淡水區英專路93號	129187              	121.445686	25.171879999999998	(02)86317597        	(02)86315491        	Y	N	Y	Y	Y	N	N	N	Y	N	N	N	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商英雄館	統一超商	7-11	英雄館	台北市中正區長沙街一段20號1樓	119607              	121.50859399999999	25.040309	(02)23888493        	(02)23885124        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商英順	統一超商	7-11	英順	屏東縣潮州鎮介壽路145號1樓	891279              	120.535934	22.542776	(08)7803628         	(08)7803696         	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商虹海	統一超商	7-11	虹海	新北市土城區中央路四段109號111號1樓	164663              	121.41669999999999	24.957693	(02)22678273        	(02)22679580        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商虹諭	統一超商	7-11	虹諭	新北市三重區中正北路193巷21弄43號	113539              	121.478994	25.071074	(02)29848146        	(02)29848049        	Y	N	Y	Y	Y	Y	N	N	Y	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商貞永	統一超商	7-11	貞永	苗栗縣頭份市永貞路二段1號	959373              	120.88532699999999	24.684976	(037)634588         	(037)634952         	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商貞豪	統一超商	7-11	貞豪	苗栗縣頭份市永貞路一段128號1樓	121367              	120.884428	24.676603	(037)635612         	(037)611063         	Y	Y	Y	Y	Y	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商軍松	統一超商	7-11	軍松	台中市北屯區松竹五路199號1樓	143792              	120.713185	24.178134999999997	(04)24366314        	(04)24364051        	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商軍建	統一超商	7-11	軍建	台中市北屯區軍福13路198號	153571              	120.724403	24.172335	(04)24367480        	(04)24367231        	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商軍港	統一超商	7-11	軍港	宜蘭縣蘇澳鎮軍港路10號(海軍基地內)	971719              	121.859805	24.604626	(03)9953242         	                    	Y	Y	Y	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商軍暉	統一超商	7-11	軍暉	嘉義市東區軍輝路60號	941279              	120.46377366799999	23.4562133836968	(05)2308498         	(05)2306400         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商軍福	統一超商	7-11	軍福	台中市北屯區軍功路一段500號	111212              	120.718802	24.17136	(04)24376717        	(04)24376595        	Y	N	Y	Y	Y	Y	N	N	Y	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商軍總	統一超商	7-11	軍總	台北市中正區汀州路三段129號	170303              	121.530801376896	25.0163358289325	(02)23653720        	(02)23657148        	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商迪化	統一超商	7-11	迪化	台北市大同區民生西路343號345號	934891              	121.51118199999999	25.057043	(02)25529032        	(02)25529060        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商重安	統一超商	7-11	重安	新北市三重區重安街60號及60-1號	173999              	121.490915	25.057484	(02)29724075        	(02)29743253        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商重和	統一超商	7-11	重和	高雄市左營區福山里自由四路171號	952969              	120.314454	22.683011	(07)3453508         	(07)3451487         	Y	Y	Y	Y	Y	Y	N	N	N	N	N	N	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商重信	統一超商	7-11	重信	高雄市左營區華夏路1182號	136808              	120.309789	22.684523	(07)3415548         	(07)3415631         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商重南	統一超商	7-11	重南	台北市中正區武昌街一段1-2號1樓	127790              	121.513528	25.044166999999998	(02)23884895        	(02)23884048        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商重美	統一超商	7-11	重美	新北市三重區重新路四段100號102號1樓	142135              	121.48774999999999	25.056977999999997	(02)29748754        	(02)29745839        	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
